lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl,inf,prs.ptcp,pst.ptcp.m.sg,pst.ptcp.m.pl,pst.ptcp.f.sg,pst.ptcp.f.pl
désavantager,désavantager,dEzavɑ̃taʒ,dEzavɑ̃taʒ,dEzavɑ̃taʒ,dEzavɑ̃taʒɔ̃,dEzavɑ̃taʒe,dEzavɑ̃taʒ,dEzavɑ̃taʒE,dEzavɑ̃taʒE,dEzavɑ̃taʒE,dEzavɑ̃taʒjɔ̃,dEzavɑ̃taʒje,dEzavɑ̃taʒE,dEzavɑ̃taʒəʁE,dEzavɑ̃taʒəʁa,dEzavɑ̃taʒəʁa,dEzavɑ̃taʒəʁɔ̃,dEzavɑ̃taʒəʁe,dEzavɑ̃taʒəʁɔ̃,dEzavɑ̃taʒəʁE,dEzavɑ̃taʒəʁE,dEzavɑ̃taʒəʁE,dEzavɑ̃taʒəʁjɔ̃,dEzavɑ̃taʒəʁje,dEzavɑ̃taʒəʁE,dEzavɑ̃taʒ,dEzavɑ̃taʒ,dEzavɑ̃taʒ,dEzavɑ̃taʒjɔ̃,dEzavɑ̃taʒje,dEzavɑ̃taʒ,dEzavɑ̃taʒE,dEzavɑ̃taʒa,dEzavɑ̃taʒa,dEzavɑ̃taʒam,dEzavɑ̃taʒat,dEzavɑ̃taʒEʁ,dEzavɑ̃taʒas,dEzavɑ̃taʒas,dEzavɑ̃taʒa,dEzavɑ̃taʒasjɔ̃,dEzavɑ̃taʒasje,dEzavɑ̃taʒas,dEzavɑ̃taʒ,dEzavɑ̃taʒɔ̃,dEzavɑ̃taʒe,dEzavɑ̃taʒe,dEzavɑ̃taʒɑ̃,dEzavɑ̃taʒe,dEzavɑ̃taʒe,dEzavɑ̃taʒe,dEzavɑ̃taʒe
désavouer,désavouer,dEzavu,dEzavu,dEzavu,dEzavwɔ̃,dEzavwe,dEzavu,dEzavwE,dEzavwE,dEzavwE,dEzavujɔ̃,dEzavuje,dEzavwE,dEzavuʁE,dEzavuʁa,dEzavuʁa,dEzavuʁɔ̃,dEzavuʁe,dEzavuʁɔ̃,dEzavuʁE,dEzavuʁE,dEzavuʁE,dEzavuʁjɔ̃,dEzavuʁje,dEzavuʁE,dEzavu,dEzavu,dEzavu,dEzavujɔ̃,dEzavuje,dEzavu,dEzavwE,dEzavwa,dEzavwa,dEzavwam,dEzavwat,dEzavwEʁ,dEzavwas,dEzavwas,dEzavwa,dEzavwasjɔ̃,dEzavwasje,dEzavwas,dEzavu,dEzavwɔ̃,dEzavwe,dEzavwe,dEzavwɑ̃,dEzavwe,dEzavwe,dEzavwe,dEzavwe
désembrouiller,désembrouiller,dEzɑ̃bʁuj,dEzɑ̃bʁuj,dEzɑ̃bʁuj,dEzɑ̃bʁujɔ̃,dEzɑ̃bʁuje,dEzɑ̃bʁuj,dEzɑ̃bʁujE,dEzɑ̃bʁujE,dEzɑ̃bʁujE,dEzɑ̃bʁujɔ̃,dEzɑ̃bʁuje,dEzɑ̃bʁujE,dEzɑ̃bʁujəʁE,dEzɑ̃bʁujəʁa,dEzɑ̃bʁujəʁa,dEzɑ̃bʁujəʁɔ̃,dEzɑ̃bʁujəʁe,dEzɑ̃bʁujəʁɔ̃,dEzɑ̃bʁujəʁE,dEzɑ̃bʁujəʁE,dEzɑ̃bʁujəʁE,dEzɑ̃bʁujəʁjɔ̃,dEzɑ̃bʁujəʁje,dEzɑ̃bʁujəʁE,dEzɑ̃bʁuj,dEzɑ̃bʁuj,dEzɑ̃bʁuj,dEzɑ̃bʁujɔ̃,dEzɑ̃bʁuje,dEzɑ̃bʁuj,dEzɑ̃bʁujE,dEzɑ̃bʁuja,dEzɑ̃bʁuja,dEzɑ̃bʁujam,dEzɑ̃bʁujat,dEzɑ̃bʁujEʁ,dEzɑ̃bʁujas,dEzɑ̃bʁujas,dEzɑ̃bʁuja,dEzɑ̃bʁujasjɔ̃,dEzɑ̃bʁujasje,dEzɑ̃bʁujas,dEzɑ̃bʁuj,dEzɑ̃bʁujɔ̃,dEzɑ̃bʁuje,dEzɑ̃bʁuje,dEzɑ̃bʁujɑ̃,dEzɑ̃bʁuje,dEzɑ̃bʁuje,dEzɑ̃bʁuje,dEzɑ̃bʁuje
désembourber,désembourber,dEzɑ̃buʁb,dEzɑ̃buʁb,dEzɑ̃buʁb,dEzɑ̃buʁbɔ̃,dEzɑ̃buʁbe,dEzɑ̃buʁb,dEzɑ̃buʁbE,dEzɑ̃buʁbE,dEzɑ̃buʁbE,dEzɑ̃buʁbjɔ̃,dEzɑ̃buʁbje,dEzɑ̃buʁbE,dEzɑ̃buʁbəʁE,dEzɑ̃buʁbəʁa,dEzɑ̃buʁbəʁa,dEzɑ̃buʁbəʁɔ̃,dEzɑ̃buʁbəʁe,dEzɑ̃buʁbəʁɔ̃,dEzɑ̃buʁbəʁE,dEzɑ̃buʁbəʁE,dEzɑ̃buʁbəʁE,dEzɑ̃buʁbəʁjɔ̃,dEzɑ̃buʁbəʁje,dEzɑ̃buʁbəʁE,dEzɑ̃buʁb,dEzɑ̃buʁb,dEzɑ̃buʁb,dEzɑ̃buʁbjɔ̃,dEzɑ̃buʁbje,dEzɑ̃buʁb,dEzɑ̃buʁbE,dEzɑ̃buʁba,dEzɑ̃buʁba,dEzɑ̃buʁbam,dEzɑ̃buʁbat,dEzɑ̃buʁbEʁ,dEzɑ̃buʁbas,dEzɑ̃buʁbas,dEzɑ̃buʁba,dEzɑ̃buʁbasjɔ̃,dEzɑ̃buʁbasje,dEzɑ̃buʁbas,dEzɑ̃buʁb,dEzɑ̃buʁbɔ̃,dEzɑ̃buʁbe,dEzɑ̃buʁbe,dEzɑ̃buʁbɑ̃,dEzɑ̃buʁbe,dEzɑ̃buʁbe,dEzɑ̃buʁbe,dEzɑ̃buʁbe
désembuer,désembuer,dEzɑ̃by,dEzɑ̃by,dEzɑ̃by,dEzɑ̃bɥɔ̃,dEzɑ̃bɥe,dEzɑ̃by,dEzɑ̃bɥE,dEzɑ̃bɥE,dEzɑ̃bɥE,dEzɑ̃byjɔ̃,dEzɑ̃byje,dEzɑ̃bɥE,dEzɑ̃byʁE,dEzɑ̃byʁa,dEzɑ̃byʁa,dEzɑ̃byʁɔ̃,dEzɑ̃byʁe,dEzɑ̃byʁɔ̃,dEzɑ̃byʁE,dEzɑ̃byʁE,dEzɑ̃byʁE,dEzɑ̃byʁjɔ̃,dEzɑ̃byʁje,dEzɑ̃byʁE,dEzɑ̃by,dEzɑ̃by,dEzɑ̃by,dEzɑ̃byjɔ̃,dEzɑ̃byje,dEzɑ̃by,dEzɑ̃bɥE,dEzɑ̃bɥa,dEzɑ̃bɥa,dEzɑ̃bɥam,dEzɑ̃bɥat,dEzɑ̃bɥEʁ,dEzɑ̃bɥas,dEzɑ̃bɥas,dEzɑ̃bɥa,dEzɑ̃bɥasjɔ̃,dEzɑ̃bɥasje,dEzɑ̃bɥas,dEzɑ̃by,dEzɑ̃bɥɔ̃,dEzɑ̃bɥe,dEzɑ̃bɥe,dEzɑ̃bɥɑ̃,dEzɑ̃bɥe,dEzɑ̃bɥe,dEzɑ̃bɥe,dEzɑ̃bɥe
désenfler,désenfler,dEzɑ̃fl,dEzɑ̃fl,dEzɑ̃fl,dEzɑ̃flɔ̃,dEzɑ̃fle,dEzɑ̃fl,dEzɑ̃flE,dEzɑ̃flE,dEzɑ̃flE,dEzɑ̃flijɔ̃,dEzɑ̃flije,dEzɑ̃flE,dEzɑ̃fləʁE,dEzɑ̃fləʁa,dEzɑ̃fləʁa,dEzɑ̃fləʁɔ̃,dEzɑ̃fləʁe,dEzɑ̃fləʁɔ̃,dEzɑ̃fləʁE,dEzɑ̃fləʁE,dEzɑ̃fləʁE,dEzɑ̃fləʁjɔ̃,dEzɑ̃fləʁje,dEzɑ̃fləʁE,dEzɑ̃fl,dEzɑ̃fl,dEzɑ̃fl,dEzɑ̃flijɔ̃,dEzɑ̃flije,dEzɑ̃fl,dEzɑ̃flE,dEzɑ̃fla,dEzɑ̃fla,dEzɑ̃flam,dEzɑ̃flat,dEzɑ̃flEʁ,dEzɑ̃flas,dEzɑ̃flas,dEzɑ̃fla,dEzɑ̃flasjɔ̃,dEzɑ̃flasje,dEzɑ̃flas,dEzɑ̃fl,dEzɑ̃flɔ̃,dEzɑ̃fle,dEzɑ̃fle,dEzɑ̃flɑ̃,dEzɑ̃fle,dEzɑ̃fle,dEzɑ̃fle,dEzɑ̃fle
désengager,désengager,dEzɑ̃gaʒ,dEzɑ̃gaʒ,dEzɑ̃gaʒ,dEzɑ̃gaʒɔ̃,dEzɑ̃gaʒe,dEzɑ̃gaʒ,dEzɑ̃gaʒE,dEzɑ̃gaʒE,dEzɑ̃gaʒE,dEzɑ̃gaʒjɔ̃,dEzɑ̃gaʒje,dEzɑ̃gaʒE,dEzɑ̃gaʒəʁE,dEzɑ̃gaʒəʁa,dEzɑ̃gaʒəʁa,dEzɑ̃gaʒəʁɔ̃,dEzɑ̃gaʒəʁe,dEzɑ̃gaʒəʁɔ̃,dEzɑ̃gaʒəʁE,dEzɑ̃gaʒəʁE,dEzɑ̃gaʒəʁE,dEzɑ̃gaʒəʁjɔ̃,dEzɑ̃gaʒəʁje,dEzɑ̃gaʒəʁE,dEzɑ̃gaʒ,dEzɑ̃gaʒ,dEzɑ̃gaʒ,dEzɑ̃gaʒjɔ̃,dEzɑ̃gaʒje,dEzɑ̃gaʒ,dEzɑ̃gaʒE,dEzɑ̃gaʒa,dEzɑ̃gaʒa,dEzɑ̃gaʒam,dEzɑ̃gaʒat,dEzɑ̃gaʒEʁ,dEzɑ̃gaʒas,dEzɑ̃gaʒas,dEzɑ̃gaʒa,dEzɑ̃gaʒasjɔ̃,dEzɑ̃gaʒasje,dEzɑ̃gaʒas,dEzɑ̃gaʒ,dEzɑ̃gaʒɔ̃,dEzɑ̃gaʒe,dEzɑ̃gaʒe,dEzɑ̃gaʒɑ̃,dEzɑ̃gaʒe,dEzɑ̃gaʒe,dEzɑ̃gaʒe,dEzɑ̃gaʒe
désengluer,désengluer,dEzɑ̃gly,dEzɑ̃gly,dEzɑ̃gly,dEzɑ̃glyɔ̃,dEzɑ̃glye,dEzɑ̃gly,dEzɑ̃glyE,dEzɑ̃glyE,dEzɑ̃glyE,dEzɑ̃glyjɔ̃,dEzɑ̃glyje,dEzɑ̃glyE,dEzɑ̃glyʁE,dEzɑ̃glyʁa,dEzɑ̃glyʁa,dEzɑ̃glyʁɔ̃,dEzɑ̃glyʁe,dEzɑ̃glyʁɔ̃,dEzɑ̃glyʁE,dEzɑ̃glyʁE,dEzɑ̃glyʁE,dEzɑ̃glyʁjɔ̃,dEzɑ̃glyʁje,dEzɑ̃glyʁE,dEzɑ̃gly,dEzɑ̃gly,dEzɑ̃gly,dEzɑ̃glyjɔ̃,dEzɑ̃glyje,dEzɑ̃gly,dEzɑ̃glyE,dEzɑ̃glya,dEzɑ̃glya,dEzɑ̃glyam,dEzɑ̃glyat,dEzɑ̃glyEʁ,dEzɑ̃glyas,dEzɑ̃glyas,dEzɑ̃glya,dEzɑ̃glyasjɔ̃,dEzɑ̃glyasje,dEzɑ̃glyas,dEzɑ̃gly,dEzɑ̃glyɔ̃,dEzɑ̃glye,dEzɑ̃glye,dEzɑ̃glyɑ̃,dEzɑ̃glye,dEzɑ̃glye,dEzɑ̃glye,dEzɑ̃glye
désengourdir,désengourdir,dEzɑ̃guʁdi,dEzɑ̃guʁdi,dEzɑ̃guʁdi,dEzɑ̃guʁdisɔ̃,dEzɑ̃guʁdise,dEzɑ̃guʁdis,dEzɑ̃guʁdisE,dEzɑ̃guʁdisE,dEzɑ̃guʁdisE,dEzɑ̃guʁdisjɔ̃,dEzɑ̃guʁdisje,dEzɑ̃guʁdisE,dEzɑ̃guʁdiʁE,dEzɑ̃guʁdiʁa,dEzɑ̃guʁdiʁa,dEzɑ̃guʁdiʁɔ̃,dEzɑ̃guʁdiʁe,dEzɑ̃guʁdiʁɔ̃,dEzɑ̃guʁdiʁE,dEzɑ̃guʁdiʁE,dEzɑ̃guʁdiʁE,dEzɑ̃guʁdiʁjɔ̃,dEzɑ̃guʁdiʁje,dEzɑ̃guʁdiʁE,dEzɑ̃guʁdis,dEzɑ̃guʁdis,dEzɑ̃guʁdis,dEzɑ̃guʁdisjɔ̃,dEzɑ̃guʁdisje,dEzɑ̃guʁdis,dEzɑ̃guʁdi,dEzɑ̃guʁdi,dEzɑ̃guʁdi,dEzɑ̃guʁdim,dEzɑ̃guʁdit,dEzɑ̃guʁdiʁ,dEzɑ̃guʁdis,dEzɑ̃guʁdis,dEzɑ̃guʁdi,dEzɑ̃guʁdisjɔ̃,dEzɑ̃guʁdisje,dEzɑ̃guʁdis,dEzɑ̃guʁdi,dEzɑ̃guʁdisɔ̃,dEzɑ̃guʁdise,dEzɑ̃guʁdiʁ,dEzɑ̃guʁdisɑ̃,dEzɑ̃guʁdi,dEzɑ̃guʁdi,dEzɑ̃guʁdi,dEzɑ̃guʁdi
désencrasser,désencrasser,dEzɑ̃kʁas,dEzɑ̃kʁas,dEzɑ̃kʁas,dEzɑ̃kʁasɔ̃,dEzɑ̃kʁase,dEzɑ̃kʁas,dEzɑ̃kʁasE,dEzɑ̃kʁasE,dEzɑ̃kʁasE,dEzɑ̃kʁasjɔ̃,dEzɑ̃kʁasje,dEzɑ̃kʁasE,dEzɑ̃kʁasəʁE,dEzɑ̃kʁasəʁa,dEzɑ̃kʁasəʁa,dEzɑ̃kʁasəʁɔ̃,dEzɑ̃kʁasəʁe,dEzɑ̃kʁasəʁɔ̃,dEzɑ̃kʁasəʁE,dEzɑ̃kʁasəʁE,dEzɑ̃kʁasəʁE,dEzɑ̃kʁasəʁjɔ̃,dEzɑ̃kʁasəʁje,dEzɑ̃kʁasəʁE,dEzɑ̃kʁas,dEzɑ̃kʁas,dEzɑ̃kʁas,dEzɑ̃kʁasjɔ̃,dEzɑ̃kʁasje,dEzɑ̃kʁas,dEzɑ̃kʁasE,dEzɑ̃kʁasa,dEzɑ̃kʁasa,dEzɑ̃kʁasam,dEzɑ̃kʁasat,dEzɑ̃kʁasEʁ,dEzɑ̃kʁasas,dEzɑ̃kʁasas,dEzɑ̃kʁasa,dEzɑ̃kʁasasjɔ̃,dEzɑ̃kʁasasje,dEzɑ̃kʁasas,dEzɑ̃kʁas,dEzɑ̃kʁasɔ̃,dEzɑ̃kʁase,dEzɑ̃kʁase,dEzɑ̃kʁasɑ̃,dEzɑ̃kʁase,dEzɑ̃kʁase,dEzɑ̃kʁase,dEzɑ̃kʁase
désenlaidir,désenlaidir,dEzɑ̃lEdi,dEzɑ̃lEdi,dEzɑ̃lEdi,dEzɑ̃lEdisɔ̃,dEzɑ̃lEdise,dEzɑ̃lEdis,dEzɑ̃lEdisE,dEzɑ̃lEdisE,dEzɑ̃lEdisE,dEzɑ̃lEdisjɔ̃,dEzɑ̃lEdisje,dEzɑ̃lEdisE,dEzɑ̃lEdiʁE,dEzɑ̃lEdiʁa,dEzɑ̃lEdiʁa,dEzɑ̃lEdiʁɔ̃,dEzɑ̃lEdiʁe,dEzɑ̃lEdiʁɔ̃,dEzɑ̃lEdiʁE,dEzɑ̃lEdiʁE,dEzɑ̃lEdiʁE,dEzɑ̃lEdiʁjɔ̃,dEzɑ̃lEdiʁje,dEzɑ̃lEdiʁE,dEzɑ̃lEdis,dEzɑ̃lEdis,dEzɑ̃lEdis,dEzɑ̃lEdisjɔ̃,dEzɑ̃lEdisje,dEzɑ̃lEdis,dEzɑ̃lEdi,dEzɑ̃lEdi,dEzɑ̃lEdi,dEzɑ̃lEdim,dEzɑ̃lEdit,dEzɑ̃lEdiʁ,dEzɑ̃lEdis,dEzɑ̃lEdis,dEzɑ̃lEdi,dEzɑ̃lEdisjɔ̃,dEzɑ̃lEdisje,dEzɑ̃lEdis,dEzɑ̃lEdi,dEzɑ̃lEdisɔ̃,dEzɑ̃lEdise,dEzɑ̃lEdiʁ,dEzɑ̃lEdisɑ̃,dEzɑ̃lEdi,dEzɑ̃lEdi,dEzɑ̃lEdi,dEzɑ̃lEdi
désennuyer,désennuyer,dEzɑ̃nɥi,dEzɑ̃nɥi,dEzɑ̃nɥi,dEzɑ̃nɥijɔ̃,dEzɑ̃nɥije,dEzɑ̃nɥi,dEzɑ̃nɥijE,dEzɑ̃nɥijE,dEzɑ̃nɥijE,dEzɑ̃nɥijɔ̃,dEzɑ̃nɥije,dEzɑ̃nɥijE,dEzɑ̃nɥiʁE,dEzɑ̃nɥiʁa,dEzɑ̃nɥiʁa,dEzɑ̃nɥiʁɔ̃,dEzɑ̃nɥiʁe,dEzɑ̃nɥiʁɔ̃,dEzɑ̃nɥiʁE,dEzɑ̃nɥiʁE,dEzɑ̃nɥiʁE,dEzɑ̃nɥiʁjɔ̃,dEzɑ̃nɥiʁje,dEzɑ̃nɥiʁE,dEzɑ̃nɥi,dEzɑ̃nɥi,dEzɑ̃nɥi,dEzɑ̃nɥijɔ̃,dEzɑ̃nɥije,dEzɑ̃nɥi,dEzɑ̃nɥijE,dEzɑ̃nɥija,dEzɑ̃nɥija,dEzɑ̃nɥijam,dEzɑ̃nɥijat,dEzɑ̃nɥijEʁ,dEzɑ̃nɥijas,dEzɑ̃nɥijas,dEzɑ̃nɥija,dEzɑ̃nɥijasjɔ̃,dEzɑ̃nɥijasje,dEzɑ̃nɥijas,dEzɑ̃nɥi,dEzɑ̃nɥijɔ̃,dEzɑ̃nɥije,dEzɑ̃nɥije,dEzɑ̃nɥijɑ̃,dEzɑ̃nɥije,dEzɑ̃nɥije,dEzɑ̃nɥije,dEzɑ̃nɥije
désemparer,désemparer,dEzɑ̃paʁ,dEzɑ̃paʁ,dEzɑ̃paʁ,dEzɑ̃paʁɔ̃,dEzɑ̃paʁe,dEzɑ̃paʁ,dEzɑ̃paʁE,dEzɑ̃paʁE,dEzɑ̃paʁE,dEzɑ̃paʁjɔ̃,dEzɑ̃paʁje,dEzɑ̃paʁE,dEzɑ̃paʁəʁE,dEzɑ̃paʁəʁa,dEzɑ̃paʁəʁa,dEzɑ̃paʁəʁɔ̃,dEzɑ̃paʁəʁe,dEzɑ̃paʁəʁɔ̃,dEzɑ̃paʁəʁE,dEzɑ̃paʁəʁE,dEzɑ̃paʁəʁE,dEzɑ̃paʁəʁjɔ̃,dEzɑ̃paʁəʁje,dEzɑ̃paʁəʁE,dEzɑ̃paʁ,dEzɑ̃paʁ,dEzɑ̃paʁ,dEzɑ̃paʁjɔ̃,dEzɑ̃paʁje,dEzɑ̃paʁ,dEzɑ̃paʁE,dEzɑ̃paʁa,dEzɑ̃paʁa,dEzɑ̃paʁam,dEzɑ̃paʁat,dEzɑ̃paʁEʁ,dEzɑ̃paʁas,dEzɑ̃paʁas,dEzɑ̃paʁa,dEzɑ̃paʁasjɔ̃,dEzɑ̃paʁasje,dEzɑ̃paʁas,dEzɑ̃paʁ,dEzɑ̃paʁɔ̃,dEzɑ̃paʁe,dEzɑ̃paʁe,dEzɑ̃paʁɑ̃,dEzɑ̃paʁe,dEzɑ̃paʁe,dEzɑ̃paʁe,dEzɑ̃paʁe
désemplir,désemplir,dEzɑ̃pli,dEzɑ̃pli,dEzɑ̃pli,dEzɑ̃plisɔ̃,dEzɑ̃plise,dEzɑ̃plis,dEzɑ̃plisE,dEzɑ̃plisE,dEzɑ̃plisE,dEzɑ̃plisjɔ̃,dEzɑ̃plisje,dEzɑ̃plisE,dEzɑ̃pliʁE,dEzɑ̃pliʁa,dEzɑ̃pliʁa,dEzɑ̃pliʁɔ̃,dEzɑ̃pliʁe,dEzɑ̃pliʁɔ̃,dEzɑ̃pliʁE,dEzɑ̃pliʁE,dEzɑ̃pliʁE,dEzɑ̃pliʁjɔ̃,dEzɑ̃pliʁje,dEzɑ̃pliʁE,dEzɑ̃plis,dEzɑ̃plis,dEzɑ̃plis,dEzɑ̃plisjɔ̃,dEzɑ̃plisje,dEzɑ̃plis,dEzɑ̃pli,dEzɑ̃pli,dEzɑ̃pli,dEzɑ̃plim,dEzɑ̃plit,dEzɑ̃pliʁ,dEzɑ̃plis,dEzɑ̃plis,dEzɑ̃pli,dEzɑ̃plisjɔ̃,dEzɑ̃plisje,dEzɑ̃plis,dEzɑ̃pli,dEzɑ̃plisɔ̃,dEzɑ̃plise,dEzɑ̃pliʁ,dEzɑ̃plisɑ̃,dEzɑ̃pli,dEzɑ̃pli,dEzɑ̃pli,dEzɑ̃pli
désenrouler,désenrouler,dEzɑ̃ʁul,dEzɑ̃ʁul,dEzɑ̃ʁul,dEzɑ̃ʁulɔ̃,dEzɑ̃ʁule,dEzɑ̃ʁul,dEzɑ̃ʁulE,dEzɑ̃ʁulE,dEzɑ̃ʁulE,dEzɑ̃ʁuljɔ̃,dEzɑ̃ʁulje,dEzɑ̃ʁulE,dEzɑ̃ʁuləʁE,dEzɑ̃ʁuləʁa,dEzɑ̃ʁuləʁa,dEzɑ̃ʁuləʁɔ̃,dEzɑ̃ʁuləʁe,dEzɑ̃ʁuləʁɔ̃,dEzɑ̃ʁuləʁE,dEzɑ̃ʁuləʁE,dEzɑ̃ʁuləʁE,dEzɑ̃ʁuləʁjɔ̃,dEzɑ̃ʁuləʁje,dEzɑ̃ʁuləʁE,dEzɑ̃ʁul,dEzɑ̃ʁul,dEzɑ̃ʁul,dEzɑ̃ʁuljɔ̃,dEzɑ̃ʁulje,dEzɑ̃ʁul,dEzɑ̃ʁulE,dEzɑ̃ʁula,dEzɑ̃ʁula,dEzɑ̃ʁulam,dEzɑ̃ʁulat,dEzɑ̃ʁulEʁ,dEzɑ̃ʁulas,dEzɑ̃ʁulas,dEzɑ̃ʁula,dEzɑ̃ʁulasjɔ̃,dEzɑ̃ʁulasje,dEzɑ̃ʁulas,dEzɑ̃ʁul,dEzɑ̃ʁulɔ̃,dEzɑ̃ʁule,dEzɑ̃ʁule,dEzɑ̃ʁulɑ̃,dEzɑ̃ʁule,dEzɑ̃ʁule,dEzɑ̃ʁule,dEzɑ̃ʁule
désensabler,désensabler,dEzɑ̃sabl,dEzɑ̃sabl,dEzɑ̃sabl,dEzɑ̃sablɔ̃,dEzɑ̃sable,dEzɑ̃sabl,dEzɑ̃sablE,dEzɑ̃sablE,dEzɑ̃sablE,dEzɑ̃sablijɔ̃,dEzɑ̃sablije,dEzɑ̃sablE,dEzɑ̃sabləʁE,dEzɑ̃sabləʁa,dEzɑ̃sabləʁa,dEzɑ̃sabləʁɔ̃,dEzɑ̃sabləʁe,dEzɑ̃sabləʁɔ̃,dEzɑ̃sabləʁE,dEzɑ̃sabləʁE,dEzɑ̃sabləʁE,dEzɑ̃sabləʁjɔ̃,dEzɑ̃sabləʁje,dEzɑ̃sabləʁE,dEzɑ̃sabl,dEzɑ̃sabl,dEzɑ̃sabl,dEzɑ̃sablijɔ̃,dEzɑ̃sablije,dEzɑ̃sabl,dEzɑ̃sablE,dEzɑ̃sabla,dEzɑ̃sabla,dEzɑ̃sablam,dEzɑ̃sablat,dEzɑ̃sablEʁ,dEzɑ̃sablas,dEzɑ̃sablas,dEzɑ̃sabla,dEzɑ̃sablasjɔ̃,dEzɑ̃sablasje,dEzɑ̃sablas,dEzɑ̃sabl,dEzɑ̃sablɔ̃,dEzɑ̃sable,dEzɑ̃sable,dEzɑ̃sablɑ̃,dEzɑ̃sable,dEzɑ̃sable,dEzɑ̃sable,dEzɑ̃sable
désensorceler,désensorceler,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsəlɔ̃,dEzɑ̃sɔʁsəle,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsəlE,dEzɑ̃sɔʁsəlE,dEzɑ̃sɔʁsəlE,dEzɑ̃sɔʁsəljɔ̃,dEzɑ̃sɔʁsəlje,dEzɑ̃sɔʁsəlE,dEzɑ̃sɔʁsɛləʁE,dEzɑ̃sɔʁsɛləʁa,dEzɑ̃sɔʁsɛləʁa,dEzɑ̃sɔʁsɛləʁɔ̃,dEzɑ̃sɔʁsɛləʁe,dEzɑ̃sɔʁsɛləʁɔ̃,dEzɑ̃sɔʁsɛləʁE,dEzɑ̃sɔʁsɛləʁE,dEzɑ̃sɔʁsɛləʁE,dEzɑ̃sɔʁsɛləʁjɔ̃,dEzɑ̃sɔʁsɛləʁje,dEzɑ̃sɔʁsɛləʁE,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsəljɔ̃,dEzɑ̃sɔʁsəlje,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsəlE,dEzɑ̃sɔʁsəla,dEzɑ̃sɔʁsəla,dEzɑ̃sɔʁsəlam,dEzɑ̃sɔʁsəlat,dEzɑ̃sɔʁsəlEʁ,dEzɑ̃sɔʁsəlas,dEzɑ̃sɔʁsəlas,dEzɑ̃sɔʁsəla,dEzɑ̃sɔʁsəlasjɔ̃,dEzɑ̃sɔʁsəlasje,dEzɑ̃sɔʁsəlas,dEzɑ̃sɔʁsɛl,dEzɑ̃sɔʁsəlɔ̃,dEzɑ̃sɔʁsəle,dEzɑ̃sɔʁsəle,dEzɑ̃sɔʁsəlɑ̃,dEzɑ̃sɔʁsəle,dEzɑ̃sɔʁsəle,dEzɑ̃sɔʁsəle,dEzɑ̃sɔʁsəle
